Product,Description,Category,Brand,Size,Function,Colour,Pallet,Quantity,Location,Staff,To,Customer,Task
KePH35WiWh,Keyboard PH 350 Wireled White,Keyboard,PH,350,Wireled,White,16*10*1,160,DH40C,Mike,Despatch,30071,Pick
OfAESHeBl,Office Chair AEKI S Head pillow Black,Office Chair,AEKI,S,Head pillow,Black,16*1*1,16,DF47B,Alex,Despatch,30063,Pick
CuWE18LoGr,Cupboard WENO 1800 Locker Grey,Cupboard,WENO,1800,Locker,Grey,8*1*1,8,AN87B,Mike,Despatch,30035,Pick
PrSoA3AlGr,Printer Sonac A3 All-in-one Grey,Printer,Sonac,A3,All-in-one,Grey,16*1*1,16,AM52C,David,Despatch,30002,Pick
TaTR18AuBl,Table TRAMA 1800 Auto Adjustable Black,Table,TRAMA,1800,Auto Adjustable,Black,8*1*1,8,CS94D,Sarah,Despatch,30016,Pick
LaPH14i7Si,"Laptop PH 14"" i7 Silver",Laptop,PH,"14""",i7,Silver,16*1*1,16,BQ26F,John,Despatch,30074,Pick
CaTE12DoGr,Cabinet TEWOL 1200 Door Grey,Cabinet,TEWOL,1200,Door,Grey,8*1*1,4,CG86F,Chris,Despatch,30012,Pick
TaTR15WoSi,Table TRAMA 1500 Workstation Silver,Table,TRAMA,1500,Workstation,Silver,8*1*1,8,BF09F,Sarah,Despatch,30010,Pick
OfOGMLeWh,Office Chair OGAP M Leather White,Office Chair,OGAP,M,Leather,White,16*1*1,10,BM72F,Jane,Despatch,30038,Pick
LaSu1532Bl,"Laptop Susa 15"" 32GB RAM Black",Laptop,Susa,"15""",32GB RAM,Black,16*1*1,6,BK97C,Chris,Despatch,30082,Pick
CaRG12DoBl,Cabinet RGAP 1200 Door Black,Cabinet,RGAP,1200,Door,Black,8*1*1,3,AF64F,John,Despatch,30054,Pick
TVYn65FHGr,"TV Ynos 65"" FHD Grey",TV,Ynos,"65""",FHD,Grey,8*1*1,3,DU87E,Chris,Despatch,30062,Pick
OfXEMHeGr,Office Chair XENO M Head pillow Grey,Office Chair,XENO,M,Head pillow,Grey,16*1*1,16,DU03G,Emily,Despatch,30016,Pick
TVGL50S4Gr,"TV GL 50"" S4K Grey",TV,GL,"50""",S4K,Grey,8*1*1,8,CP72G,Laura,Despatch,30050,Pick
KeHc45MeBl,Keyboard Hcetigol 450 Mechanical Black,Keyboard,Hcetigol,450,Mechanical,Black,16*10*1,72,DN26B,David,Despatch,30097,Pick
SPNa24HeBl,SPen Nalin 24 Hexagonal Black,SPen,Nalin,24,Hexagonal,Black,48*10*5,2400,BM80H,Chris,Despatch,30032,Pick
TaTR10FrWh,Table TRAMA 1000 Frame White,Table,TRAMA,1000,Frame,White,8*1*1,8,BJ34F,Chris,Despatch,30076,Pick
SPRe24HeBl,SPen Reldeats 24 Hexagonal Black,SPen,Reldeats,24,Hexagonal,Black,48*10*5,1510,BG64D,Jane,Despatch,30021,Pick
LaOv1432Si,"Laptop Ovonel 14"" 32GB RAM Silver",Laptop,Ovonel,"14""",32GB RAM,Silver,16*1*1,16,BI12G,Chris,Despatch,30062,Pick
CaWE18SlWh,Cabinet WENO 1800 Sliding White,Cabinet,WENO,1800,Sliding,White,8*1*1,1,CH94B,Jane,Despatch,30004,Pick
GaSEMLePi,Gaming Chair SEWOL M Leather Pink,Gaming Chair,SEWOL,M,Leather,Pink,16*1*1,14,BH28G,Jane,Despatch,30019,Pick
CaTE90FiBe,Cabinet TEWOL 900 Filing Beige,Cabinet,TEWOL,900,Filing,Beige,8*1*1,7,BP55E,Amy,Despatch,30068,Pick
SPRe24SoBl,SPen Reldeats 24 Soluble Black,SPen,Reldeats,24,Soluble,Black,48*10*5,2400,DM70E,Amy,Despatch,30004,Pick
LaPH1532Wh,"Laptop PH 15"" 32GB RAM White",Laptop,PH,"15""",32GB RAM,White,16*1*1,12,BR88D,David,Despatch,30051,Pick
LaOv1732Gr,"Laptop Ovonel 17"" 32GB RAM Grey",Laptop,Ovonel,"17""",32GB RAM,Grey,16*1*1,3,CO81F,Amy,Despatch,30078,Pick
TaTR10FrGr,Table TRAMA 1000 Frame Grey,Table,TRAMA,1000,Frame,Grey,8*1*1,8,DY57A,Alex,Despatch,30067,Pick
MoPH35ErNa,Mouse PH 350 Ergonomic Navi,Mouse,PH,350,Ergonomic,Navi,16*10*1,117,AW53B,John,Despatch,30028,Pick
GaOGLAdPi,Gaming Chair OGAP L Adjustable Pink,Gaming Chair,OGAP,L,Adjustable,Pink,16*1*1,16,CM25G,David,Despatch,30095,Pick
SPRe24HeWh,SPen Reldeats 24 Hexagonal White,SPen,Reldeats,24,Hexagonal,White,48*10*5,2400,BT33D,John,Despatch,30006,Pick
GaXEMAdPi,Gaming Chair XENO M Adjustable Pink,Gaming Chair,XENO,M,Adjustable,Pink,16*1*1,13,DI26G,Mike,Despatch,30080,Pick
PeNa24WaPi,Pencil Nalin 24 Watercolour Pink,Pencil,Nalin,24,Watercolour,Pink,48*10*5,2214,BI08D,David,Despatch,30023,Pick
LaPH17i5Gr,"Laptop PH 17"" i5 Grey",Laptop,PH,"17""",i5,Grey,16*1*1,9,CY81C,Laura,Despatch,30085,Pick
PeAl12HeWh,Pencil Aloyarc 12 Hexagonal White,Pencil,Aloyarc,12,Hexagonal,White,48*10*5,2400,BL86E,Jane,Despatch,30001,Pick
CuQE90LoBl,Cupboard QEKI 900 Locker Black,Cupboard,QEKI,900,Locker,Black,8*1*1,8,DO18H,Alex,Despatch,30040,Pick
TaTR18AuBl,Table TRAMK 1800 Auto Adjustable Black,Table,TRAMK,1800,Auto Adjustable,Black,8*1*1,8,AW90H,Laura,Despatch,30067,Pick
TVYn32SFSi,"TV Ynos 32"" SFHD Silver",TV,Ynos,"32""",SFHD,Silver,8*1*1,5,DV12H,Sarah,Despatch,30001,Pick
GaAEMErGr,Gaming Chair AEKI M Ergonomic Grey,Gaming Chair,AEKI,M,Ergonomic,Grey,16*1*1,14,AR84E,John,Despatch,30014,Pick
CaTE12DoGr,Cabinet TEWOL 1200 Door Grey,Cabinet,TEWOL,1200,Door,Grey,8*1*1,8,BI33C,Chris,Despatch,30089,Pick
TVEs42FHGr,"TV Esnesih 42"" FHD Grey",TV,Esnesih,"42""",FHD,Grey,8*1*1,8,AS87D,Alex,Despatch,30024,Pick
NoScA4doGr,Notebook Scrap A4 dot Grey,Notebook,Scrap,A4,dot,Grey,48*10*5,1208,AN36F,Emily,Despatch,30066,Pick
PrPHA3WiWh,Printer PH A3 Wifi White,Printer,PH,A3,Wifi,White,16*1*1,16,DW86H,Chris,Despatch,30015,Pick
KePH45ErWh,Keyboard PH 450 Ergonomic White,Keyboard,PH,450,Ergonomic,White,16*10*1,160,AH03C,David,Despatch,30023,Pick
PrReA4InWh,Printer Rehtorb A4 Inkjet White,Printer,Rehtorb,A4,Inkjet,White,16*1*1,2,AJ65H,David,Despatch,30003,Pick
AlPH1432Si,"All-in-one PH 14"" 32GB RAM Silver",All-in-one,PH,"14""",32GB RAM,Silver,16*1*1,3,DQ16F,Sarah,Despatch,30076,Pick
MoRe35BlNa,Mouse Rerar 350 Bluetooth Navi,Mouse,Rerar,350,Bluetooth,Navi,16*10*1,160,DW23B,Mike,Despatch,30039,Pick
LaRe1732Gr,"Laptop Rezar 17"" 32GB RAM Grey",Laptop,Rezar,"17""",32GB RAM,Grey,16*1*1,16,CF20G,Alex,Despatch,30043,Pick
PrReA4AlGr,Printer Rehtorb A4 All-in-one Grey,Printer,Rehtorb,A4,All-in-one,Grey,16*1*1,1,BT21C,Jane,Despatch,30042,Pick
LaOv14i7Gr,"Laptop Ovonel 14"" i7 Grey",Laptop,Ovonel,"14""",i7,Grey,16*1*1,2,DP33G,Jane,Despatch,30033,Pick
CaWE18FiWh,Cabinet WENO 1800 Filing White,Cabinet,WENO,1800,Filing,White,8*1*1,8,DR90F,Mike,Despatch,30065,Pick
AlOv17i7Bl,"All-in-one Ovonel 17"" i7 Black",All-in-one,Ovonel,"17""",i7,Black,16*1*1,16,AR75G,Alex,Despatch,30059,Pick
TVGn32SFBl,"TV Gnusmag 32"" SFHD Black",TV,Gnusmag,"32""",SFHD,Black,8*1*1,8,DG51E,Jane,Despatch,30007,Pick
TVGn50FHSi,"TV Gnusmag 50"" FHD Silver",TV,Gnusmag,"50""",FHD,Silver,8*1*1,8,CZ07A,Sarah,Despatch,30096,Pick
AlYn15i7Si,"All-in-one Ynos 15"" i7 Silver",All-in-one,Ynos,"15""",i7,Silver,16*1*1,16,BR81C,David,Despatch,30064,Pick
DrRG90LoBe,Drawer RGAP 900 Locker Beige,Drawer,RGAP,900,Locker,Beige,8*1*1,2,DQ12A,Sarah,Despatch,30072,Pick
TaTR10FrSi,Table TRAMK 1000 Frame Silver,Table,TRAMK,1000,Frame,Silver,8*1*1,3,DX27B,Laura,Despatch,30073,Pick
TVYn50SFWh,"TV Ynos 50"" SFHD White",TV,Ynos,"50""",SFHD,White,8*1*1,2,BJ63D,Alex,Despatch,30093,Pick
CuQE18LoBe,Cupboard QEKI 1800 Locker Beige,Cupboard,QEKI,1800,Locker,Beige,8*1*1,8,DU98G,Laura,Despatch,30003,Pick
NoExA4ruSi,Notebook Excercise A4 ruled Silver,Notebook,Excercise,A4,ruled,Silver,48*10*5,1816,DG08G,Amy,Despatch,30072,Pick
TVYn32SFWh,"TV Ynos 32"" SFHD White",TV,Ynos,"32""",SFHD,White,8*1*1,8,AM97F,Alex,Despatch,30071,Pick
CaRG90SlBe,Cabinet RGAP 900 Sliding Beige,Cabinet,RGAP,900,Sliding,Beige,8*1*1,8,DS02C,John,Despatch,30057,Pick
GaSEMAdPi,Gaming Chair SEWOL M Adjustable Pink,Gaming Chair,SEWOL,M,Adjustable,Pink,16*1*1,16,DL78C,Sarah,Despatch,30051,Pick
CaRG90LoBe,Cabinet RGAP 900 Locker Beige,Cabinet,RGAP,900,Locker,Beige,8*1*1,8,CQ47G,Chris,Despatch,30024,Pick
DrWE18FiBe,Drawer WENO 1800 Filing Beige,Drawer,WENO,1800,Filing,Beige,8*1*1,8,CO33C,Laura,Despatch,30003,Pick
NoScA5liBl,Notebook Scrap A5 line Black,Notebook,Scrap,A5,line,Black,48*10*5,2400,BT94A,Amy,Despatch,30094,Pick
GaAEMLeWh,Gaming Chair AEKI M Leather White,Gaming Chair,AEKI,M,Leather,White,16*1*1,16,BS70D,John,Despatch,30027,Pick
CaWE90SlBl,Cabinet WENO 900 Sliding Black,Cabinet,WENO,900,Sliding,Black,8*1*1,6,CM23G,Alex,Despatch,30095,Pick
AlPH14i5Gr,"All-in-one PH 14"" i5 Grey",All-in-one,PH,"14""",i5,Grey,16*1*1,16,BF27A,David,Despatch,30018,Pick
SPAl50WaPi,SPen Aloyarc 50 Watercolour Pink,SPen,Aloyarc,50,Watercolour,Pink,48*10*5,155,DX92G,Chris,Despatch,30080,Pick
TVGn50SFSi,"TV Gnusmag 50"" SFHD Silver",TV,Gnusmag,"50""",SFHD,Silver,8*1*1,8,BV13F,Jane,Despatch,30010,Pick
TVEs75FHWh,"TV Esnesih 75"" FHD White",TV,Esnesih,"75""",FHD,White,8*1*1,8,BG97E,Sarah,Despatch,30064,Pick
SPGi50HeGr,SPen Gib 50 Hexagonal Grey,SPen,Gib,50,Hexagonal,Grey,48*10*5,486,DZ69A,Emily,Despatch,30025,Pick
AlSu148GBl,"All-in-one Susa 14"" 8GB RAM Black",All-in-one,Susa,"14""",8GB RAM,Black,16*1*1,16,DV91H,Alex,Despatch,30040,Pick
GaAESErWh,Gaming Chair AEKI S Ergonomic White,Gaming Chair,AEKI,S,Ergonomic,White,16*1*1,16,AZ03F,Sarah,Despatch,30055,Pick
CuQE12DoWh,Cupboard QEKI 1200 Door White,Cupboard,QEKI,1200,Door,White,8*1*1,7,DL54E,Amy,Despatch,30097,Pick
PrNoA2AlMi,Printer Nospe A2 All-in-one Mix,Printer,Nospe,A2,All-in-one,Mix,16*1*1,7,AM03E,David,Despatch,30090,Pick
KeRe35ErNa,Keyboard Rerar 350 Ergonomic Navi,Keyboard,Rerar,350,Ergonomic,Navi,16*10*1,160,CF36G,John,Despatch,30017,Pick
OfXESErGr,Office Chair XENO S Ergonomic Grey,Office Chair,XENO,S,Ergonomic,Grey,16*1*1,16,AV39C,Emily,Despatch,30015,Pick
TaAE15AuGr,Table AEKI 1500 Auto Adjustable Grey,Table,AEKI,1500,Auto Adjustable,Grey,8*1*1,8,DI98G,David,Despatch,30039,Pick
DrRG18SlBe,Drawer RGAP 1800 Sliding Beige,Drawer,RGAP,1800,Sliding,Beige,8*1*1,8,CI64D,Alex,Despatch,30048,Pick
PrReA4LaWh,Printer Rehtorb A4 Laser White,Printer,Rehtorb,A4,Laser,White,16*1*1,16,DY16G,Jane,Despatch,30095,Pick
AlYn14i7Si,"All-in-one Ynos 14"" i7 Silver",All-in-one,Ynos,"14""",i7,Silver,16*1*1,16,DM26C,Laura,Despatch,30061,Pick
MoPH45ErNa,Mouse PH 450 Ergonomic Navi,Mouse,PH,450,Ergonomic,Navi,16*10*1,152,CU40B,Emily,Despatch,30029,Pick
LaPH15i5Wh,"Laptop PH 15"" i5 White",Laptop,PH,"15""",i5,White,16*1*1,7,CX82A,John,Despatch,30056,Pick
TVEs32S4Bl,"TV Esnesih 32"" S4K Black",TV,Esnesih,"32""",S4K,Black,8*1*1,7,CY84F,Sarah,Despatch,30014,Pick
SPNa24SoWh,SPen Nalin 24 Soluble White,SPen,Nalin,24,Soluble,White,48*10*5,1136,CH76F,Alex,Despatch,30016,Pick
GaXESAdBl,Gaming Chair XENO S Adjustable Black,Gaming Chair,XENO,S,Adjustable,Black,16*1*1,12,DS98G,Amy,Despatch,30017,Pick
TVYn75SFWh,"TV Ynos 75"" SFHD White",TV,Ynos,"75""",SFHD,White,8*1*1,8,AM30D,Alex,Despatch,30099,Pick
TVYn42SFGr,"TV Ynos 42"" SFHD Grey",TV,Ynos,"42""",SFHD,Grey,8*1*1,8,AG41H,Alex,Despatch,30075,Pick
KeHc35WiPi,Keyboard Hcetigol 350 Wireled Pink,Keyboard,Hcetigol,350,Wireled,Pink,16*10*1,109,DX50A,Alex,Despatch,30066,Pick
CuRG12DoWh,Cupboard RGAP 1200 Door White,Cupboard,RGAP,1200,Door,White,8*1*1,8,AW97G,John,Despatch,30064,Pick
GaXESErWh,Gaming Chair XENO S Ergonomic White,Gaming Chair,XENO,S,Ergonomic,White,16*1*1,16,DV77H,Jane,Despatch,30094,Pick
SPAl50WaPi,SPen Aloyarc 50 Watercolour Pink,SPen,Aloyarc,50,Watercolour,Pink,48*10*5,2400,DL13G,Emily,Despatch,30045,Pick
TVYn654KWh,"TV Ynos 65"" 4K White",TV,Ynos,"65""",4K,White,8*1*1,8,AL60A,Amy,Despatch,30033,Pick
PrNoA3InWh,Printer Nospe A3 Inkjet White,Printer,Nospe,A3,Inkjet,White,16*1*1,16,DZ80D,John,Despatch,30062,Pick
TVGL32FHSi,"TV GL 32"" FHD Silver",TV,GL,"32""",FHD,Silver,8*1*1,5,CN74E,Jane,Despatch,30026,Pick
PrPHA3AlGr,Printer PH A3 All-in-one Grey,Printer,PH,A3,All-in-one,Grey,16*1*1,6,AV46B,Chris,Despatch,30049,Pick
DrWE12DoWh,Drawer WENO 1200 Door White,Drawer,WENO,1200,Door,White,8*1*1,4,DR82F,John,Despatch,30023,Pick
PeGi24HeGr,Pencil Gib 24 Hexagonal Grey,Pencil,Gib,24,Hexagonal,Grey,48*10*5,2400,CJ12D,Mike,Despatch,30013,Pick
PrNoA4InWh,Printer Nospe A4 Inkjet White,Printer,Nospe,A4,Inkjet,White,16*1*1,8,AZ33D,Emily,Despatch,30022,Pick
LaRe1716Wh,"Laptop Rezar 17"" 16GB RAM White",Laptop,Rezar,"17""",16GB RAM,White,16*1*1,16,DW86E,Amy,Despatch,30039,Pick
PrPHA3MoWh,Printer PH A3 Mono White,Printer,PH,A3,Mono,White,16*1*1,2,DU32C,Sarah,Despatch,30072,Pick
AlRe14i7Gr,"All-in-one Rezar 14"" i7 Grey",All-in-one,Rezar,"14""",i7,Grey,16*1*1,5,BO81F,John,Despatch,30037,Pick
CuQE18LoGr,Cupboard QEKI 1800 Locker Grey,Cupboard,QEKI,1800,Locker,Grey,8*1*1,7,BH45F,John,Despatch,30010,Pick
SPAl12HePi,SPen Aloyarc 12 Hexagonal Pink,SPen,Aloyarc,12,Hexagonal,Pink,48*10*5,2400,DX77A,John,Despatch,30036,Pick
GaXELHeWh,Gaming Chair XENO L Head pillow White,Gaming Chair,XENO,L,Head pillow,White,16*1*1,6,BH90F,Laura,Despatch,30024,Pick
AlYn158GWh,"All-in-one Ynos 15"" 8GB RAM White",All-in-one,Ynos,"15""",8GB RAM,White,16*1*1,16,CQ52G,Amy,Despatch,30000,Pick
CaRG90FiBe,Cabinet RGAP 900 Filing Beige,Cabinet,RGAP,900,Filing,Beige,8*1*1,3,DP42D,David,Despatch,30004,Pick
KeRe35ErBl,Keyboard Rerar 350 Ergonomic Black,Keyboard,Rerar,350,Ergonomic,Black,16*10*1,160,DV13F,Mike,Despatch,30066,Pick
TaTR18AuBl,Table TRAMA 1800 Auto Adjustable Black,Table,TRAMA,1800,Auto Adjustable,Black,8*1*1,8,BG96G,Emily,Despatch,30032,Pick
CuQE18DoBe,Cupboard QEKI 1800 Door Beige,Cupboard,QEKI,1800,Door,Beige,8*1*1,3,CU89C,Amy,Despatch,30028,Pick
PrNoA4WiWh,Printer Nospe A4 Wifi White,Printer,Nospe,A4,Wifi,White,16*1*1,16,DN26G,Emily,Despatch,30034,Pick
TVEs32FHSi,"TV Esnesih 32"" FHD Silver",TV,Esnesih,"32""",FHD,Silver,8*1*1,8,AK27A,Alex,Despatch,30072,Pick
CaWE18SlWh,Cabinet WENO 1800 Sliding White,Cabinet,WENO,1800,Sliding,White,8*1*1,5,AP64H,Laura,Despatch,30056,Pick
DrQE18DoBl,Drawer QEKI 1800 Door Black,Drawer,QEKI,1800,Door,Black,8*1*1,8,BY94F,Sarah,Despatch,30032,Pick
TVGL424KSi,"TV GL 42"" 4K Silver",TV,GL,"42""",4K,Silver,8*1*1,8,CR38E,Laura,Despatch,30008,Pick
LaRe15i5Wh,"Laptop Rezar 15"" i5 White",Laptop,Rezar,"15""",i5,White,16*1*1,8,DM36C,Sarah,Despatch,30062,Pick
TVYn32SFGr,"TV Ynos 32"" SFHD Grey",TV,Ynos,"32""",SFHD,Grey,8*1*1,8,AQ46A,Amy,Despatch,30032,Pick
AlOv178GGr,"All-in-one Ovonel 17"" 8GB RAM Grey",All-in-one,Ovonel,"17""",8GB RAM,Grey,16*1*1,13,DU41E,David,Despatch,30084,Pick
TVEs32SFSi,"TV Esnesih 32"" SFHD Silver",TV,Esnesih,"32""",SFHD,Silver,8*1*1,1,BL53C,Sarah,Despatch,30080,Pick
TVEs32S4Si,"TV Esnesih 32"" S4K Silver",TV,Esnesih,"32""",S4K,Silver,8*1*1,8,CT17B,Emily,Despatch,30012,Pick
LaPH1716Gr,"Laptop PH 17"" 16GB RAM Grey",Laptop,PH,"17""",16GB RAM,Grey,16*1*1,12,AW36D,Laura,Despatch,30057,Pick
GaAELHeWh,Gaming Chair AEKI L Head pillow White,Gaming Chair,AEKI,L,Head pillow,White,16*1*1,16,CK07A,Amy,Despatch,30042,Pick
CuTE12SlBe,Cupboard TEWOL 1200 Sliding Beige,Cupboard,TEWOL,1200,Sliding,Beige,8*1*1,8,DO60C,Emily,Despatch,30097,Pick
TaAE15WoWh,Table AEKI 1500 Workstation White,Table,AEKI,1500,Workstation,White,8*1*1,4,AH35A,David,Despatch,30023,Pick
KePH35ErNa,Keyboard PH 350 Ergonomic Navi,Keyboard,PH,350,Ergonomic,Navi,16*10*1,28,DV83C,Laura,Despatch,30091,Pick
NoScA5doWh,Notebook Scrap A5 dot White,Notebook,Scrap,A5,dot,White,48*10*5,1485,CR85G,Chris,Despatch,30001,Pick
SPRe12SoBl,SPen Reldeats 12 Soluble Black,SPen,Reldeats,12,Soluble,Black,48*10*5,2400,AP28E,Alex,Despatch,30008,Pick
GaSEMAdWh,Gaming Chair SEWOL M Adjustable White,Gaming Chair,SEWOL,M,Adjustable,White,16*1*1,16,AV60G,Chris,Despatch,30040,Pick
PrNoA3InBl,Printer Nospe A3 Inkjet Black,Printer,Nospe,A3,Inkjet,Black,16*1*1,16,DP94A,Alex,Despatch,30011,Pick
GaSELErPi,Gaming Chair SEWOL L Ergonomic Pink,Gaming Chair,SEWOL,L,Ergonomic,Pink,16*1*1,1,BW17G,Jane,Despatch,30060,Pick
TaCI10AdGr,Table CITSATNAF 1000 Adjustable Grey,Table,CITSATNAF,1000,Adjustable,Grey,8*1*1,5,AM47E,Amy,Despatch,30050,Pick
LaOv15i7Wh,"Laptop Ovonel 15"" i7 White",Laptop,Ovonel,"15""",i7,White,16*1*1,7,DH98G,David,Despatch,30097,Pick
CaRG90LoGr,Cabinet RGAP 900 Locker Grey,Cabinet,RGAP,900,Locker,Grey,8*1*1,2,CX18G,Jane,Despatch,30044,Pick
NoExA5ruSi,Notebook Excercise A5 ruled Silver,Notebook,Excercise,A5,ruled,Silver,48*10*5,1335,BH73C,Mike,Despatch,30000,Pick
MoSu35MeNa,Mouse Susa 350 Mechanical Navi,Mouse,Susa,350,Mechanical,Navi,16*10*1,27,CT64C,David,Despatch,30027,Pick
LaYn14i7Gr,"Laptop Ynos 14"" i7 Grey",Laptop,Ynos,"14""",i7,Grey,16*1*1,16,BW03E,Laura,Despatch,30015,Pick
LaSu1532Si,"Laptop Susa 15"" 32GB RAM Silver",Laptop,Susa,"15""",32GB RAM,Silver,16*1*1,16,DO66A,John,Despatch,30095,Pick
DrTE90LoBl,Drawer TEWOL 900 Locker Black,Drawer,TEWOL,900,Locker,Black,8*1*1,3,AI72H,Chris,Despatch,30092,Pick
GaAELHePi,Gaming Chair AEKI L Head pillow Pink,Gaming Chair,AEKI,L,Head pillow,Pink,16*1*1,11,BF36B,David,Despatch,30078,Pick
LaRe15i7Gr,"Laptop Rezar 15"" i7 Grey",Laptop,Rezar,"15""",i7,Grey,16*1*1,16,AW66D,Sarah,Despatch,30022,Pick
PeRe24HeBl,Pencil Reldeats 24 Hexagonal Black,Pencil,Reldeats,24,Hexagonal,Black,48*10*5,2400,CT31H,Chris,Despatch,30078,Pick
PeNa50SoPi,Pencil Nalin 50 Soluble Pink,Pencil,Nalin,50,Soluble,Pink,48*10*5,2400,AG12D,Amy,Despatch,30079,Pick
GaAEMHeBl,Gaming Chair AEKI M Head pillow Black,Gaming Chair,AEKI,M,Head pillow,Black,16*1*1,16,DU75F,Amy,Despatch,30073,Pick
SPNa24SoBl,SPen Nalin 24 Soluble Black,SPen,Nalin,24,Soluble,Black,48*10*5,2400,AQ41F,Emily,Despatch,30059,Pick
OfXELAdGr,Office Chair XENO L Adjustable Grey,Office Chair,XENO,L,Adjustable,Grey,16*1*1,16,BO59H,John,Despatch,30031,Pick
PeRe50WaPi,Pencil Reldeats 50 Watercolour Pink,Pencil,Reldeats,50,Watercolour,Pink,48*10*5,2400,BI36H,Chris,Despatch,30063,Pick
TaTR10FrSi,Table TRAMK 1000 Frame Silver,Table,TRAMA,1000,Frame,Silver,8*1*1,1,CI16A,Amy,Despatch,30014,Pick
SPAl12SoPi,SPen Aloyarc 12 Soluble Pink,SPen,Aloyarc,12,Soluble,Pink,48*10*5,2400,AO08C,David,Despatch,30025,Pick
SPRe50HeGr,SPen Reldeats 50 Hexagonal Grey,SPen,Reldeats,50,Hexagonal,Grey,48*10*5,2400,AV34H,Chris,Despatch,30018,Pick
PrPHA4InGr,Printer PH A4 Inkjet Grey,Printer,PH,A4,Inkjet,Grey,16*1*1,7,DO62B,Amy,Despatch,30064,Pick
CaRG18SlBl,Cabinet RGAP 1800 Sliding Black,Cabinet,RGAP,1800,Sliding,Black,8*1*1,6,CV44F,Sarah,Despatch,30003,Pick
OfXEMLeWh,Office Chair XENO M Leather White,Office Chair,XENO,M,Leather,White,16*1*1,3,AX35C,John,Despatch,30008,Pick
GaOGMHeWh,Gaming Chair OGAP M Head pillow White,Gaming Chair,OGAP,M,Head pillow,White,16*1*1,16,DU15E,Chris,Despatch,30033,Pick
CuTE18LoWh,Cupboard TEWOL 1800 Locker White,Cupboard,TEWOL,1800,Locker,White,8*1*1,8,DG71A,Sarah,Despatch,30038,Pick
SPNa50SoGr,SPen Nalin 50 Soluble Grey,SPen,Nalin,50,Soluble,Grey,48*10*5,1358,DN48F,John,Despatch,30062,Pick
PrSoA2MoWh,Printer Sonac A2 Mono White,Printer,Sonac,A2,Mono,White,16*1*1,16,CN81A,Laura,Despatch,30027,Pick
OfOGMHeBl,Office Chair OGAP M Head pillow Black,Office Chair,OGAP,M,Head pillow,Black,16*1*1,9,CN26C,Alex,Despatch,30092,Pick
CaTE90SlBe,Cabinet TEWOL 900 Sliding Beige,Cabinet,TEWOL,900,Sliding,Beige,8*1*1,3,CQ28A,Chris,Despatch,30095,Pick
PeGi50SoPi,Pencil Gib 50 Soluble Pink,Pencil,Gib,50,Soluble,Pink,48*10*5,2400,DI34C,Jane,Despatch,30057,Pick
TVYn65S4Si,"TV Ynos 65"" S4K Silver",TV,Ynos,"65""",S4K,Silver,8*1*1,5,BS89H,John,Despatch,30087,Pick
TaTR10AdBl,Table TRAMK 1000 Adjustable Black,Table,TRAMK,1000,Adjustable,Black,8*1*1,2,CL06H,Amy,Despatch,30005,Pick
PeGi50SoGr,Pencil Gib 50 Soluble Grey,Pencil,Gib,50,Soluble,Grey,48*10*5,2400,DN45D,Alex,Despatch,30015,Pick
AlOv15i7Wh,"All-in-one Ovonel 15"" i7 White",All-in-one,Ovonel,"15""",i7,White,16*1*1,8,BI21B,David,Despatch,30072,Pick
CaWE18LoBl,Cabinet WENO 1800 Locker Black,Cabinet,WENO,1800,Locker,Black,8*1*1,8,BV48A,Emily,Despatch,30008,Pick
NoMuA4doSi,Notebook Music A4 dot Silver,Notebook,Music,A4,dot,Silver,48*10*5,2400,AM28G,John,Despatch,30085,Pick
TaTR15AdSi,Table TRAMA 1500 Adjustable Silver,Table,TRAMA,1500,Adjustable,Silver,8*1*1,8,AP02F,Laura,Despatch,30084,Pick
KeRe27ErPi,Keyboard Rerar 270 Ergonomic Pink,Keyboard,Rerar,270,Ergonomic,Pink,16*10*1,160,AV72C,Laura,Despatch,30003,Pick
TVEs65SFWh,"TV Esnesih 65"" SFHD White",TV,Esnesih,"65""",SFHD,White,8*1*1,2,AK75D,Sarah,Despatch,30027,Pick
CuWE12DoBe,Cupboard WENO 1200 Door Beige,Cupboard,WENO,1200,Door,Beige,8*1*1,8,DY35G,Jane,Despatch,30032,Pick
CuWE90DoWh,Cupboard WENO 900 Door White,Cupboard,WENO,900,Door,White,8*1*1,8,AO35F,Laura,Despatch,30080,Pick
OfSESErPi,Office Chair SEWOL S Ergonomic Pink,Office Chair,SEWOL,S,Ergonomic,Pink,16*1*1,12,BU24A,John,Despatch,30028,Pick
OfXELErPi,Office Chair XENO L Ergonomic Pink,Office Chair,XENO,L,Ergonomic,Pink,16*1*1,16,DV06F,Mike,Despatch,30090,Pick
GaXEMLePi,Gaming Chair XENO M Leather Pink,Gaming Chair,XENO,M,Leather,Pink,16*1*1,16,AS40B,Chris,Despatch,30005,Pick
AlYn17i7Si,"All-in-one Ynos 17"" i7 Silver",All-in-one,Ynos,"17""",i7,Silver,16*1*1,16,AS15C,Mike,Despatch,30031,Pick
PrNoA3InGr,Printer Nospe A3 Inkjet Grey,Printer,Nospe,A3,Inkjet,Grey,16*1*1,5,CM05A,Mike,Despatch,30011,Pick
CuQE90FiBe,Cupboard QEKI 900 Filing Beige,Cupboard,QEKI,900,Filing,Beige,8*1*1,8,BS44C,David,Despatch,30042,Pick
