Product,Description,Category,Brand,Size,Function,Colour,Pallet,Quantity,Location,Staff,To,Customer,Task
CuTE90FiGr,Cupboard TEWOL 900 Filing Grey,Cupboard,TEWOL,900,Filing,Grey,8*1*1,8,DO28D,Jane,Despatch,30013,Pick
AlPH17i5Gr,"All-in-one PH 17"" i5 Grey",All-in-one,PH,"17""",i5,Grey,16*1*1,16,CF91G,Jane,Despatch,30006,Pick
TaTR18FrWh,Table TRAMA 1800 Frame White,Table,TRAMA,1800,Frame,White,8*1*1,8,BZ95B,Emily,Despatch,30067,Pick
SPRe12SoPi,SPen Reldeats 12 Soluble Pink,SPen,Reldeats,12,Soluble,Pink,48*10*5,2400,DO81H,Amy,Despatch,30012,Pick
CaQE90FiWh,Cabinet QEKI 900 Filing White,Cabinet,QEKI,900,Filing,White,8*1*1,8,DP72H,Mike,Despatch,30033,Pick
DrWE12DoBl,Drawer WENO 1200 Door Black,Drawer,WENO,1200,Door,Black,8*1*1,8,DI49C,David,Despatch,30060,Pick
LaSu1516Si,"Laptop Susa 15"" 16GB RAM Silver",Laptop,Susa,"15""",16GB RAM,Silver,16*1*1,16,AR72C,Sarah,Despatch,30016,Pick
NoExA5liWh,Notebook Excercise A5 line White,Notebook,Excercise,A5,line,White,48*10*5,2400,CU19B,David,Despatch,30040,Pick
TaAE15WoBl,Table AEKI 1500 Workstation Black,Table,AEKI,1500,Workstation,Black,8*1*1,8,DL39B,Mike,Despatch,30013,Pick
AlRe17i5Gr,"All-in-one Rezar 17"" i5 Grey",All-in-one,Rezar,"17""",i5,Grey,16*1*1,5,BT43C,Amy,Despatch,30075,Pick
TaTR15FrGr,Table TRAMK 1500 Frame Grey,Table,TRAMK,1500,Frame,Grey,8*1*1,4,DK62H,Jane,Despatch,30015,Pick
LaPH1532Bl,"Laptop PH 15"" 32GB RAM Black",Laptop,PH,"15""",32GB RAM,Black,16*1*1,16,BP36C,Chris,Despatch,30072,Pick
TaTR15WoGr,Table TRAMA 1500 Workstation Grey,Table,TRAMA,1500,Workstation,Grey,8*1*1,6,BJ70E,Emily,Despatch,30080,Pick
GaAEMHePi,Gaming Chair AEKI M Head pillow Pink,Gaming Chair,AEKI,M,Head pillow,Pink,16*1*1,14,DG05E,John,Despatch,30010,Pick
MoSu35BlNa,Mouse Susa 350 Bluetooth Navi,Mouse,Susa,350,Bluetooth,Navi,16*10*1,1,DU65A,John,Despatch,30040,Pick
PeRe50HeGr,Pencil Reldeats 50 Hexagonal Grey,Pencil,Reldeats,50,Hexagonal,Grey,48*10*5,2400,DF27C,David,Despatch,30045,Pick
LaPH1432Wh,"Laptop PH 14"" 32GB RAM White",Laptop,PH,"14""",32GB RAM,White,16*1*1,16,DF73B,Amy,Despatch,30089,Pick
TVGL424KGr,"TV GL 42"" 4K Grey",TV,GL,"42""",4K,Grey,8*1*1,7,AV17B,Sarah,Despatch,30073,Pick
GaSELAdPi,Gaming Chair SEWOL L Adjustable Pink,Gaming Chair,SEWOL,L,Adjustable,Pink,16*1*1,16,AN09D,Laura,Despatch,30011,Pick
KeRe45ErPi,Keyboard Rerar 450 Ergonomic Pink,Keyboard,Rerar,450,Ergonomic,Pink,16*10*1,160,AS47H,Laura,Despatch,30018,Pick
DrWE18LoWh,Drawer WENO 1800 Locker White,Drawer,WENO,1800,Locker,White,8*1*1,8,BJ73E,Amy,Despatch,30050,Pick
AlOv1432Bl,"All-in-one Ovonel 14"" 32GB RAM Black",All-in-one,Ovonel,"14""",32GB RAM,Black,16*1*1,1,DK73H,Sarah,Despatch,30000,Pick
KeSu35MeWh,Keyboard Susa 350 Mechanical White,Keyboard,Susa,350,Mechanical,White,16*10*1,160,DF58E,John,Despatch,30057,Pick
LaOv1716Si,"Laptop Ovonel 17"" 16GB RAM Silver",Laptop,Ovonel,"17""",16GB RAM,Silver,16*1*1,12,BU66G,Emily,Despatch,30067,Pick
TVYn75S4Bl,"TV Ynos 75"" S4K Black",TV,Ynos,"75""",S4K,Black,8*1*1,8,CM18D,Emily,Despatch,30081,Pick
SPNa12SoWh,SPen Nalin 12 Soluble White,SPen,Nalin,12,Soluble,White,48*10*5,2236,AK58H,Chris,Despatch,30067,Pick
NoScA5doBl,Notebook Scrap A5 dot Black,Notebook,Scrap,A5,dot,Black,48*10*5,2400,BP16E,Amy,Despatch,30047,Pick
TVEs32S4Wh,"TV Esnesih 32"" S4K White",TV,Esnesih,"32""",S4K,White,8*1*1,8,BP87B,Emily,Despatch,30033,Pick
PrNoA2MoWh,Printer Nospe A2 Mono White,Printer,Nospe,A2,Mono,White,16*1*1,16,DT28E,Laura,Despatch,30044,Pick
KePH27MePi,Keyboard PH 270 Mechanical Pink,Keyboard,PH,270,Mechanical,Pink,16*10*1,48,CX92E,John,Despatch,30034,Pick
LaOv15i7Gr,"Laptop Ovonel 15"" i7 Grey",Laptop,Ovonel,"15""",i7,Grey,16*1*1,15,DP74G,Laura,Despatch,30057,Pick
AlYn1416Wh,"All-in-one Ynos 14"" 16GB RAM White",All-in-one,Ynos,"14""",16GB RAM,White,16*1*1,11,DZ01B,Chris,Despatch,30009,Pick
TaTR18WoSi,Table TRAMA 1800 Workstation Silver,Table,TRAMA,1800,Workstation,Silver,8*1*1,8,DS52B,John,Despatch,30070,Pick
DrQE12LoBe,Drawer QEKI 1200 Locker Beige,Drawer,QEKI,1200,Locker,Beige,8*1*1,1,CM98E,Emily,Despatch,30090,Pick
AlSu17i5Wh,"All-in-one Susa 17"" i5 White",All-in-one,Susa,"17""",i5,White,16*1*1,11,AH02B,Jane,Despatch,30058,Pick
PeGi12HeWh,Pencil Gib 12 Hexagonal White,Pencil,Gib,12,Hexagonal,White,48*10*5,2400,CR87B,Emily,Despatch,30054,Pick
TVGL42SFGr,"TV GL 42"" SFHD Grey",TV,GL,"42""",SFHD,Grey,8*1*1,3,BM61F,Amy,Despatch,30056,Pick
LaRe15i5Bl,"Laptop Rezar 15"" i5 Black",Laptop,Rezar,"15""",i5,Black,16*1*1,16,CL82E,Sarah,Despatch,30044,Pick
TVGL50FHWh,"TV GL 50"" FHD White",TV,GL,"50""",FHD,White,8*1*1,8,DJ38E,David,Despatch,30025,Pick
CaQE12FiBl,Cabinet QEKI 1200 Filing Black,Cabinet,QEKI,1200,Filing,Black,8*1*1,8,CP46H,Alex,Despatch,30004,Pick
TaCI18FrWh,Table CITSATNAF 1800 Frame White,Table,CITSATNAF,1800,Frame,White,8*1*1,1,BL34B,Chris,Despatch,30098,Pick
SPRe50WaBl,SPen Reldeats 50 Watercolour Black,SPen,Reldeats,50,Watercolour,Black,48*10*5,513,BR04G,Alex,Despatch,30081,Pick
LaSu17i5Si,"Laptop Susa 17"" i5 Silver",Laptop,Susa,"17""",i5,Silver,16*1*1,4,CM77A,Emily,Despatch,30099,Pick
KePH27ErPi,Keyboard PH 270 Ergonomic Pink,Keyboard,PH,270,Ergonomic,Pink,16*10*1,43,DK24C,Emily,Despatch,30034,Pick
LaPH1532Wh,"Laptop PH 15"" 32GB RAM White",Laptop,PH,"15""",32GB RAM,White,16*1*1,16,CI71B,Sarah,Despatch,30048,Pick
AlOv1532Bl,"All-in-one Ovonel 15"" 32GB RAM Black",All-in-one,Ovonel,"15""",32GB RAM,Black,16*1*1,5,BT59E,John,Despatch,30065,Pick
KeRe35ErBl,Keyboard Rerar 350 Ergonomic Black,Keyboard,Rerar,350,Ergonomic,Black,16*10*1,160,CZ70H,Emily,Despatch,30015,Pick
SPNa24SoBl,SPen Nalin 24 Soluble Black,SPen,Nalin,24,Soluble,Black,48*10*5,2400,AR77H,Amy,Despatch,30096,Pick
CuRG90DoWh,Cupboard RGAP 900 Door White,Cupboard,RGAP,900,Door,White,8*1*1,4,BO56F,Amy,Despatch,30000,Pick
PeNa12HeBl,Pencil Nalin 12 Hexagonal Black,Pencil,Nalin,12,Hexagonal,Black,48*10*5,1193,AW90B,Emily,Despatch,30043,Pick
TaTR18FrGr,Table TRAMK 1800 Frame Grey,Table,TRAMK,1800,Frame,Grey,8*1*1,7,BN57C,Emily,Despatch,30055,Pick
CuQE18DoBl,Cupboard QEKI 1800 Door Black,Cupboard,QEKI,1800,Door,Black,8*1*1,6,CF16E,David,Despatch,30063,Pick
NoGrA3ruBl,Notebook Graph A3 ruled Black,Notebook,Graph,A3,ruled,Black,48*10*5,1110,BK73F,Mike,Despatch,30074,Pick
DrQE90SlWh,Drawer QEKI 900 Sliding White,Drawer,QEKI,900,Sliding,White,8*1*1,8,CQ61D,Chris,Despatch,30004,Pick
OfOGSErGr,Office Chair OGAP S Ergonomic Grey,Office Chair,OGAP,S,Ergonomic,Grey,16*1*1,7,BJ54C,Laura,Despatch,30097,Pick
GaAESHePi,Gaming Chair AEKI S Head pillow Pink,Gaming Chair,AEKI,S,Head pillow,Pink,16*1*1,16,DG58F,Jane,Despatch,30070,Pick
AlPH178GSi,"All-in-one PH 17"" 8GB RAM Silver",All-in-one,PH,"17""",8GB RAM,Silver,16*1*1,12,BG31G,Chris,Despatch,30077,Pick
OfAEMErGr,Office Chair AEKI M Ergonomic Grey,Office Chair,AEKI,M,Ergonomic,Grey,16*1*1,16,AK64G,David,Despatch,30028,Pick
AlSu1732Gr,"All-in-one Susa 17"" 32GB RAM Grey",All-in-one,Susa,"17""",32GB RAM,Grey,16*1*1,16,DU26H,Chris,Despatch,30077,Pick
PrReA3InWh,Printer Rehtorb A3 Inkjet White,Printer,Rehtorb,A3,Inkjet,White,16*1*1,16,DL32G,David,Despatch,30048,Pick
AlPH1732Gr,"All-in-one PH 17"" 32GB RAM Grey",All-in-one,PH,"17""",32GB RAM,Grey,16*1*1,6,DF81G,Alex,Despatch,30007,Pick
OfSELHePi,Office Chair SEWOL L Head pillow Pink,Office Chair,SEWOL,L,Head pillow,Pink,16*1*1,10,BG95A,Chris,Despatch,30094,Pick
DrTE12DoWh,Drawer TEWOL 1200 Door White,Drawer,TEWOL,1200,Door,White,8*1*1,1,CM87B,Mike,Despatch,30008,Pick
LaOv1516Si,"Laptop Ovonel 15"" 16GB RAM Silver",Laptop,Ovonel,"15""",16GB RAM,Silver,16*1*1,2,CS81A,Amy,Despatch,30095,Pick
GaOGLErBl,Gaming Chair OGAP L Ergonomic Black,Gaming Chair,OGAP,L,Ergonomic,Black,16*1*1,16,DT64D,Jane,Despatch,30083,Pick
LaYn1516Gr,"Laptop Ynos 15"" 16GB RAM Grey",Laptop,Ynos,"15""",16GB RAM,Grey,16*1*1,16,AO63D,Alex,Despatch,30018,Pick
TVGL504KSi,"TV GL 50"" 4K Silver",TV,GL,"50""",4K,Silver,8*1*1,4,CL10A,Sarah,Despatch,30039,Pick
DrTE18SlBe,Drawer TEWOL 1800 Sliding Beige,Drawer,TEWOL,1800,Sliding,Beige,8*1*1,7,DX84C,John,Despatch,30057,Pick
TaAE18AuBl,Table AEKI 1800 Auto Adjustable Black,Table,AEKI,1800,Auto Adjustable,Black,8*1*1,8,BN62E,Alex,Despatch,30037,Pick
NoExA3liWh,Notebook Excercise A3 line White,Notebook,Excercise,A3,line,White,48*10*5,2400,AX31G,Alex,Despatch,30029,Pick
KeHc27MeNa,Keyboard Hcetigol 270 Mechanical Navi,Keyboard,Hcetigol,270,Mechanical,Navi,16*10*1,82,AG58B,John,Despatch,30070,Pick
TVYn32S4Wh,"TV Ynos 32"" S4K White",TV,Ynos,"32""",S4K,White,8*1*1,8,DX54A,Chris,Despatch,30076,Pick
SPGi12HeBl,SPen Gib 12 Hexagonal Black,SPen,Gib,12,Hexagonal,Black,48*10*5,1623,DF66B,Amy,Despatch,30005,Pick
GaAEMHeBl,Gaming Chair AEKI M Head pillow Black,Gaming Chair,AEKI,M,Head pillow,Black,16*1*1,16,AT49F,Emily,Despatch,30068,Pick
LaYn148GWh,"Laptop Ynos 14"" 8GB RAM White",Laptop,Ynos,"14""",8GB RAM,White,16*1*1,9,CS25H,Mike,Despatch,30086,Pick
OfXELHeGr,Office Chair XENO L Head pillow Grey,Office Chair,XENO,L,Head pillow,Grey,16*1*1,16,BK74C,Emily,Despatch,30068,Pick
SPGi24HeWh,SPen Gib 24 Hexagonal White,SPen,Gib,24,Hexagonal,White,48*10*5,2400,CO38E,John,Despatch,30027,Pick
LaYn148GWh,"Laptop Ynos 14"" 8GB RAM White",Laptop,Ynos,"14""",8GB RAM,White,16*1*1,11,DJ71C,John,Despatch,30045,Pick
CuQE90DoWh,Cupboard QEKI 900 Door White,Cupboard,QEKI,900,Door,White,8*1*1,8,CL12B,Jane,Despatch,30017,Pick
PrReA4WiGr,Printer Rehtorb A4 Wifi Grey,Printer,Rehtorb,A4,Wifi,Grey,16*1*1,2,AL29A,Emily,Despatch,30016,Pick
SPAl50SoBl,SPen Aloyarc 50 Soluble Black,SPen,Aloyarc,50,Soluble,Black,48*10*5,1830,BZ14H,Emily,Despatch,30089,Pick
LaRe15i5Bl,"Laptop Rezar 15"" i5 Black",Laptop,Rezar,"15""",i5,Black,16*1*1,3,AT42B,Chris,Despatch,30026,Pick
PeNa24HeWh,Pencil Nalin 24 Hexagonal White,Pencil,Nalin,24,Hexagonal,White,48*10*5,2400,DW46F,David,Despatch,30061,Pick
GaSESHeWh,Gaming Chair SEWOL S Head pillow White,Gaming Chair,SEWOL,S,Head pillow,White,16*1*1,4,BO86C,Sarah,Despatch,30005,Pick
MoPH35BlWh,Mouse PH 350 Bluetooth White,Mouse,PH,350,Bluetooth,White,16*10*1,16,CJ01F,Laura,Despatch,30048,Pick
TVGn50FHBl,"TV Gnusmag 50"" FHD Black",TV,Gnusmag,"50""",FHD,Black,8*1*1,8,AO63E,John,Despatch,30065,Pick
MoPH45MeWh,Mouse PH 450 Mechanical White,Mouse,PH,450,Mechanical,White,16*10*1,160,DW22C,Sarah,Despatch,30007,Pick
CaRG90DoGr,Cabinet RGAP 900 Door Grey,Cabinet,RGAP,900,Door,Grey,8*1*1,8,BT87H,Emily,Despatch,30001,Pick
LaPH17i5Wh,"Laptop PH 17"" i5 White",Laptop,PH,"17""",i5,White,16*1*1,8,BP35D,David,Despatch,30024,Pick
TaTR15WoWh,Table TRAMK 1500 Workstation White,Table,TRAMK,1500,Workstation,White,8*1*1,8,DG63C,Alex,Despatch,30031,Pick
LaOv1416Bl,"Laptop Ovonel 14"" 16GB RAM Black",Laptop,Ovonel,"14""",16GB RAM,Black,16*1*1,16,BL09C,Mike,Despatch,30053,Pick
PrPHA3LaBl,Printer PH A3 Laser Black,Printer,PH,A3,Laser,Black,16*1*1,13,BR36F,Amy,Despatch,30087,Pick
CaRG18SlGr,Cabinet RGAP 1800 Sliding Grey,Cabinet,RGAP,1800,Sliding,Grey,8*1*1,6,CF47H,Chris,Despatch,30009,Pick
OfXESHeBl,Office Chair XENO S Head pillow Black,Office Chair,XENO,S,Head pillow,Black,16*1*1,12,AN14B,Mike,Despatch,30021,Pick
AlPH1532Si,"All-in-one PH 15"" 32GB RAM Silver",All-in-one,PH,"15""",32GB RAM,Silver,16*1*1,14,DL62E,Chris,Despatch,30046,Pick
PrReA2LaBl,Printer Rehtorb A2 Laser Black,Printer,Rehtorb,A2,Laser,Black,16*1*1,12,DH67A,Emily,Despatch,30094,Pick
LaOv1716Wh,"Laptop Ovonel 17"" 16GB RAM White",Laptop,Ovonel,"17""",16GB RAM,White,16*1*1,4,DU56B,Jane,Despatch,30093,Pick
DrRG18LoBe,Drawer RGAP 1800 Locker Beige,Drawer,RGAP,1800,Locker,Beige,8*1*1,6,BI83H,Emily,Despatch,30010,Pick
LaOv1716Si,"Laptop Ovonel 17"" 16GB RAM Silver",Laptop,Ovonel,"17""",16GB RAM,Silver,16*1*1,16,DZ58E,David,Despatch,30054,Pick
KeHc45MeWh,Keyboard Hcetigol 450 Mechanical White,Keyboard,Hcetigol,450,Mechanical,White,16*10*1,160,AU14A,Emily,Despatch,30017,Pick
PeNa50WaBl,Pencil Nalin 50 Watercolour Black,Pencil,Nalin,50,Watercolour,Black,48*10*5,806,BL57D,Alex,Despatch,30065,Pick
TVGn75FHGr,"TV Gnusmag 75"" FHD Grey",TV,Gnusmag,"75""",FHD,Grey,8*1*1,8,BL01B,John,Despatch,30035,Pick
CaQE12DoWh,Cabinet QEKI 1200 Door White,Cabinet,QEKI,1200,Door,White,8*1*1,1,AW20G,Sarah,Despatch,30072,Pick
TVEs50S4Wh,"TV Esnesih 50"" S4K White",TV,Esnesih,"50""",S4K,White,8*1*1,8,CG62E,John,Despatch,30020,Pick
PrSoA2InWh,Printer Sonac A2 Inkjet White,Printer,Sonac,A2,Inkjet,White,16*1*1,16,CQ14D,Mike,Despatch,30040,Pick
PrPHA3MoBl,Printer PH A3 Mono Black,Printer,PH,A3,Mono,Black,16*1*1,16,AQ57A,Alex,Despatch,30046,Pick
PrPHA4InGr,Printer PH A4 Inkjet Grey,Printer,PH,A4,Inkjet,Grey,16*1*1,16,BY78C,Emily,Despatch,30076,Pick
PrPHA4AlGr,Printer PH A4 All-in-one Grey,Printer,PH,A4,All-in-one,Grey,16*1*1,16,CW83F,Sarah,Despatch,30029,Pick
LaOv14i5Gr,"Laptop Ovonel 14"" i5 Grey",Laptop,Ovonel,"14""",i5,Grey,16*1*1,7,CR55B,David,Despatch,30046,Pick
KeRe27BlBl,Keyboard Rerar 270 Bluetooth Black,Keyboard,Rerar,270,Bluetooth,Black,16*10*1,160,BG35B,Laura,Despatch,30016,Pick
NoGrA4ruGr,Notebook Graph A4 ruled Grey,Notebook,Graph,A4,ruled,Grey,48*10*5,2400,CI02F,John,Despatch,30006,Pick
SPRe50SoGr,SPen Reldeats 50 Soluble Grey,SPen,Reldeats,50,Soluble,Grey,48*10*5,650,BJ25A,Chris,Despatch,30011,Pick
GaOGLHeWh,Gaming Chair OGAP L Head pillow White,Gaming Chair,OGAP,L,Head pillow,White,16*1*1,7,CZ10F,Sarah,Despatch,30012,Pick
OfSESHeBl,Office Chair SEWOL S Head pillow Black,Office Chair,SEWOL,S,Head pillow,Black,16*1*1,16,CV42B,David,Despatch,30054,Pick
KeRe45BlNa,Keyboard Rerar 450 Bluetooth Navi,Keyboard,Rerar,450,Bluetooth,Navi,16*10*1,160,CR78H,Emily,Despatch,30095,Pick
OfAESLeGr,Office Chair AEKI S Leather Grey,Office Chair,AEKI,S,Leather,Grey,16*1*1,16,AG05H,Amy,Despatch,30088,Pick
MoSu45ErNa,Mouse Susa 450 Ergonomic Navi,Mouse,Susa,450,Ergonomic,Navi,16*10*1,109,BU42F,John,Despatch,30080,Pick
LaSu1416Wh,"Laptop Susa 14"" 16GB RAM White",Laptop,Susa,"14""",16GB RAM,White,16*1*1,16,AZ87C,Laura,Despatch,30053,Pick
OfAELLeBl,Office Chair AEKI L Leather Black,Office Chair,AEKI,L,Leather,Black,16*1*1,16,AL60C,David,Despatch,30081,Pick
MoSu27BlPi,Mouse Susa 270 Bluetooth Pink,Mouse,Susa,270,Bluetooth,Pink,16*10*1,160,CP32E,David,Despatch,30029,Pick
OfXESAdBl,Office Chair XENO S Adjustable Black,Office Chair,XENO,S,Adjustable,Black,16*1*1,13,AX53D,Emily,Despatch,30044,Pick
LaYn17i5Gr,"Laptop Ynos 17"" i5 Grey",Laptop,Ynos,"17""",i5,Grey,16*1*1,1,BM68H,John,Despatch,30016,Pick
CuTE12DoWh,Cupboard TEWOL 1200 Door White,Cupboard,TEWOL,1200,Door,White,8*1*1,8,DH77D,Alex,Despatch,30047,Pick
TaTR18AdWh,Table TRAMK 1800 Adjustable White,Table,TRAMK,1800,Adjustable,White,8*1*1,8,CY31F,David,Despatch,30057,Pick
CuRG18DoGr,Cupboard RGAP 1800 Door Grey,Cupboard,RGAP,1800,Door,Grey,8*1*1,8,CO37B,David,Despatch,30006,Pick
GaXELHePi,Gaming Chair XENO L Head pillow Pink,Gaming Chair,XENO,L,Head pillow,Pink,16*1*1,16,DZ82F,David,Despatch,30042,Pick
LaPH1716Bl,"Laptop PH 17"" 16GB RAM Black",Laptop,PH,"17""",16GB RAM,Black,16*1*1,16,DU49C,Mike,Despatch,30001,Pick
CuWE90LoWh,Cupboard WENO 900 Locker White,Cupboard,WENO,900,Locker,White,8*1*1,8,AL35D,Mike,Despatch,30032,Pick
LaRe178GWh,"Laptop Rezar 17"" 8GB RAM White",Laptop,Rezar,"17""",8GB RAM,White,16*1*1,16,BR89A,Amy,Despatch,30065,Pick
AlSu158GSi,"All-in-one Susa 15"" 8GB RAM Silver",All-in-one,Susa,"15""",8GB RAM,Silver,16*1*1,16,CJ15H,Laura,Despatch,30013,Pick
CuRG90SlGr,Cupboard RGAP 900 Sliding Grey,Cupboard,RGAP,900,Sliding,Grey,8*1*1,2,AL51A,John,Despatch,30019,Pick
PrSoA3MoWh,Printer Sonac A3 Mono White,Printer,Sonac,A3,Mono,White,16*1*1,16,AL56B,Sarah,Despatch,30013,Pick
TVYn754KSi,"TV Ynos 75"" 4K Silver",TV,Ynos,"75""",4K,Silver,8*1*1,8,DU45C,John,Despatch,30022,Pick
AlOv178GSi,"All-in-one Ovonel 17"" 8GB RAM Silver",All-in-one,Ovonel,"17""",8GB RAM,Silver,16*1*1,1,BO92G,Jane,Despatch,30040,Pick
PrPHA2InWh,Printer PH A2 Inkjet White,Printer,PH,A2,Inkjet,White,16*1*1,16,BQ05C,David,Despatch,30061,Pick
KeSu45ErWh,Keyboard Susa 450 Ergonomic White,Keyboard,Susa,450,Ergonomic,White,16*10*1,160,DK20D,Emily,Despatch,30042,Pick
PrSoA2AlBl,Printer Sonac A2 All-in-one Black,Printer,Sonac,A2,All-in-one,Black,16*1*1,13,CM57D,Mike,Despatch,30038,Pick
MoPH35BlWh,Mouse PH 350 Bluetooth White,Mouse,PH,350,Bluetooth,White,16*10*1,160,DS25H,Sarah,Despatch,30085,Pick
GaSESErBl,Gaming Chair SEWOL S Ergonomic Black,Gaming Chair,SEWOL,S,Ergonomic,Black,16*1*1,16,BO36C,Laura,Despatch,30015,Pick
PrNoA3InBl,Printer Nospe A3 Inkjet Black,Printer,Nospe,A3,Inkjet,Black,16*1*1,16,CT43E,Alex,Despatch,30082,Pick
GaAELHePi,Gaming Chair AEKI L Head pillow Pink,Gaming Chair,AEKI,L,Head pillow,Pink,16*1*1,16,AM96H,Alex,Despatch,30011,Pick
CuWE18SlGr,Cupboard WENO 1800 Sliding Grey,Cupboard,WENO,1800,Sliding,Grey,8*1*1,2,CM79D,Mike,Despatch,30084,Pick
TVYn65S4Si,"TV Ynos 65"" S4K Silver",TV,Ynos,"65""",S4K,Silver,8*1*1,8,DO29E,Mike,Despatch,30080,Pick
CaTE90DoBe,Cabinet TEWOL 900 Door Beige,Cabinet,TEWOL,900,Door,Beige,8*1*1,8,BI10D,Laura,Despatch,30043,Pick
PeNa24HePi,Pencil Nalin 24 Hexagonal Pink,Pencil,Nalin,24,Hexagonal,Pink,48*10*5,387,BV03H,David,Despatch,30003,Pick
AlRe1716Si,"All-in-one Rezar 17"" 16GB RAM Silver",All-in-one,Rezar,"17""",16GB RAM,Silver,16*1*1,16,AI17A,Sarah,Despatch,30048,Pick
LaPH1416Wh,"Laptop PH 14"" 16GB RAM White",Laptop,PH,"14""",16GB RAM,White,16*1*1,9,AQ55D,David,Despatch,30034,Pick
LaRe158GWh,"Laptop Rezar 15"" 8GB RAM White",Laptop,Rezar,"15""",8GB RAM,White,16*1*1,16,AM50F,Amy,Despatch,30093,Pick
CaQE18FiGr,Cabinet QEKI 1800 Filing Grey,Cabinet,QEKI,1800,Filing,Grey,8*1*1,3,BJ57A,Sarah,Despatch,30075,Pick
LaRe15i5Bl,"Laptop Rezar 15"" i5 Black",Laptop,Rezar,"15""",i5,Black,16*1*1,1,BY67F,Mike,Despatch,30064,Pick
OfAESHePi,Office Chair AEKI S Head pillow Pink,Office Chair,AEKI,S,Head pillow,Pink,16*1*1,16,DP98A,Emily,Despatch,30098,Pick
OfXEMLeBl,Office Chair XENO M Leather Black,Office Chair,XENO,M,Leather,Black,16*1*1,16,DQ95G,Sarah,Despatch,30005,Pick
PeGi24HeGr,Pencil Gib 24 Hexagonal Grey,Pencil,Gib,24,Hexagonal,Grey,48*10*5,2400,CM73C,Alex,Despatch,30053,Pick
NoScA4ruWh,Notebook Scrap A4 ruled White,Notebook,Scrap,A4,ruled,White,48*10*5,2400,AS01A,John,Despatch,30015,Pick
OfSELErGr,Office Chair SEWOL L Ergonomic Grey,Office Chair,SEWOL,L,Ergonomic,Grey,16*1*1,1,AY85B,Mike,Despatch,30099,Pick
OfSEMAdBl,Office Chair SEWOL M Adjustable Black,Office Chair,SEWOL,M,Adjustable,Black,16*1*1,1,BQ70B,Mike,Despatch,30074,Pick
TVGL75S4Wh,"TV GL 75"" S4K White",TV,GL,"75""",S4K,White,8*1*1,8,AQ61H,Jane,Despatch,30020,Pick
CuQE12LoBe,Cupboard QEKI 1200 Locker Beige,Cupboard,QEKI,1200,Locker,Beige,8*1*1,8,BM12D,Jane,Despatch,30066,Pick
DrQE90LoBl,Drawer QEKI 900 Locker Black,Drawer,QEKI,900,Locker,Black,8*1*1,4,CM15A,Laura,Despatch,30004,Pick
MoPH45MeNa,Mouse PH 450 Mechanical Navi,Mouse,PH,450,Mechanical,Navi,16*10*1,160,BZ20H,Chris,Despatch,30034,Pick
DrQE18SlBe,Drawer QEKI 1800 Sliding Beige,Drawer,QEKI,1800,Sliding,Beige,8*1*1,3,DZ94H,Sarah,Despatch,30038,Pick
MoSu45ErBl,Mouse Susa 450 Ergonomic Black,Mouse,Susa,450,Ergonomic,Black,16*10*1,160,DX06F,Sarah,Despatch,30056,Pick
AlRe15i5Gr,"All-in-one Rezar 15"" i5 Grey",All-in-one,Rezar,"15""",i5,Grey,16*1*1,16,CO86H,David,Despatch,30067,Pick
OfSEMHeBl,Office Chair SEWOL M Head pillow Black,Office Chair,SEWOL,M,Head pillow,Black,16*1*1,13,CY17G,David,Despatch,30099,Pick
OfXEMErGr,Office Chair XENO M Ergonomic Grey,Office Chair,XENO,M,Ergonomic,Grey,16*1*1,16,AW86D,Chris,Despatch,30084,Pick
TVEs75SFGr,"TV Esnesih 75"" SFHD Grey",TV,Esnesih,"75""",SFHD,Grey,8*1*1,7,AU69D,Laura,Despatch,30052,Pick
TVYn32SFBl,"TV Ynos 32"" SFHD Black",TV,Ynos,"32""",SFHD,Black,8*1*1,8,AH53H,David,Despatch,30076,Pick
TaCI10AuSi,Table CITSATNAF 1000 Auto Adjustable Silver,Table,CITSATNAF,1000,Auto Adjustable,Silver,8*1*1,8,BP95E,Chris,Despatch,30082,Pick
AlYn1716Gr,"All-in-one Ynos 17"" 16GB RAM Grey",All-in-one,Ynos,"17""",16GB RAM,Grey,16*1*1,16,DJ70F,Amy,Despatch,30024,Pick
PrReA4MoWh,Printer Rehtorb A4 Mono White,Printer,Rehtorb,A4,Mono,White,16*1*1,16,BX20H,David,Despatch,30048,Pick
CuWE90SlBl,Cupboard WENO 900 Sliding Black,Cupboard,WENO,900,Sliding,Black,8*1*1,8,AR55E,Emily,Despatch,30007,Pick
OfAESErGr,Office Chair AEKI S Ergonomic Grey,Office Chair,AEKI,S,Ergonomic,Grey,16*1*1,2,DS50D,Laura,Despatch,30002,Pick
OfOGSErWh,Office Chair OGAP S Ergonomic White,Office Chair,OGAP,S,Ergonomic,White,16*1*1,16,CJ01E,Mike,Despatch,30099,Pick
KeHc27BlWh,Keyboard Hcetigol 270 Bluetooth White,Keyboard,Hcetigol,270,Bluetooth,White,16*10*1,160,AU43H,Alex,Despatch,30062,Pick
OfAEMHePi,Office Chair AEKI M Head pillow Pink,Office Chair,AEKI,M,Head pillow,Pink,16*1*1,2,AY26B,Mike,Despatch,30059,Pick
