Product,Description,Category,Brand,Size,Function,Colour,Pallet,Quantity
AlPH148GWh,"All-in-one PH 14"" 8GB RAM White",All-in-one,PH,"14""",8GB RAM,White,16*1*1,16
AlPH148GGr,"All-in-one PH 14"" 8GB RAM Grey",All-in-one,PH,"14""",8GB RAM,Grey,16*1*1,16
AlPH148GSi,"All-in-one PH 14"" 8GB RAM Silver",All-in-one,PH,"14""",8GB RAM,Silver,16*1*1,16
AlPH1416Bl,"All-in-one PH 14"" 16GB RAM Black",All-in-one,PH,"14""",16GB RAM,Black,16*1*1,16
AlPH1416Wh,"All-in-one PH 14"" 16GB RAM White",All-in-one,PH,"14""",16GB RAM,White,16*1*1,16
AlPH1416Gr,"All-in-one PH 14"" 16GB RAM Grey",All-in-one,PH,"14""",16GB RAM,Grey,16*1*1,16
AlPH1416Si,"All-in-one PH 14"" 16GB RAM Silver",All-in-one,PH,"14""",16GB RAM,Silver,16*1*1,16
AlPH1432Bl,"All-in-one PH 14"" 32GB RAM Black",All-in-one,PH,"14""",32GB RAM,Black,16*1*1,16
AlPH1432Wh,"All-in-one PH 14"" 32GB RAM White",All-in-one,PH,"14""",32GB RAM,White,16*1*1,16
AlPH1432Gr,"All-in-one PH 14"" 32GB RAM Grey",All-in-one,PH,"14""",32GB RAM,Grey,16*1*1,16
AlPH1432Si,"All-in-one PH 14"" 32GB RAM Silver",All-in-one,PH,"14""",32GB RAM,Silver,16*1*1,16
AlPH14i5Bl,"All-in-one PH 14"" i5 Black",All-in-one,PH,"14""",i5,Black,16*1*1,16
AlPH14i5Wh,"All-in-one PH 14"" i5 White",All-in-one,PH,"14""",i5,White,16*1*1,16
AlPH14i5Gr,"All-in-one PH 14"" i5 Grey",All-in-one,PH,"14""",i5,Grey,16*1*1,16
AlPH14i5Si,"All-in-one PH 14"" i5 Silver",All-in-one,PH,"14""",i5,Silver,16*1*1,16
AlPH14i7Bl,"All-in-one PH 14"" i7 Black",All-in-one,PH,"14""",i7,Black,16*1*1,16
AlPH14i7Wh,"All-in-one PH 14"" i7 White",All-in-one,PH,"14""",i7,White,16*1*1,16
AlPH14i7Gr,"All-in-one PH 14"" i7 Grey",All-in-one,PH,"14""",i7,Grey,16*1*1,16
AlPH14i7Si,"All-in-one PH 14"" i7 Silver",All-in-one,PH,"14""",i7,Silver,16*1*1,16
AlPH158GBl,"All-in-one PH 15"" 8GB RAM Black",All-in-one,PH,"15""",8GB RAM,Black,16*1*1,16
AlPH158GWh,"All-in-one PH 15"" 8GB RAM White",All-in-one,PH,"15""",8GB RAM,White,16*1*1,16
AlPH158GGr,"All-in-one PH 15"" 8GB RAM Grey",All-in-one,PH,"15""",8GB RAM,Grey,16*1*1,16
AlPH158GSi,"All-in-one PH 15"" 8GB RAM Silver",All-in-one,PH,"15""",8GB RAM,Silver,16*1*1,16
AlPH1516Bl,"All-in-one PH 15"" 16GB RAM Black",All-in-one,PH,"15""",16GB RAM,Black,16*1*1,16
AlPH1516Wh,"All-in-one PH 15"" 16GB RAM White",All-in-one,PH,"15""",16GB RAM,White,16*1*1,16
AlPH1516Gr,"All-in-one PH 15"" 16GB RAM Grey",All-in-one,PH,"15""",16GB RAM,Grey,16*1*1,16
AlPH1516Si,"All-in-one PH 15"" 16GB RAM Silver",All-in-one,PH,"15""",16GB RAM,Silver,16*1*1,16
AlPH1532Bl,"All-in-one PH 15"" 32GB RAM Black",All-in-one,PH,"15""",32GB RAM,Black,16*1*1,16
AlPH1532Wh,"All-in-one PH 15"" 32GB RAM White",All-in-one,PH,"15""",32GB RAM,White,16*1*1,16
AlPH1532Gr,"All-in-one PH 15"" 32GB RAM Grey",All-in-one,PH,"15""",32GB RAM,Grey,16*1*1,16
AlPH1532Si,"All-in-one PH 15"" 32GB RAM Silver",All-in-one,PH,"15""",32GB RAM,Silver,16*1*1,16
AlPH15i5Bl,"All-in-one PH 15"" i5 Black",All-in-one,PH,"15""",i5,Black,16*1*1,16
AlPH15i5Wh,"All-in-one PH 15"" i5 White",All-in-one,PH,"15""",i5,White,16*1*1,16
AlPH15i5Gr,"All-in-one PH 15"" i5 Grey",All-in-one,PH,"15""",i5,Grey,16*1*1,16
AlPH15i5Si,"All-in-one PH 15"" i5 Silver",All-in-one,PH,"15""",i5,Silver,16*1*1,16
AlPH15i7Bl,"All-in-one PH 15"" i7 Black",All-in-one,PH,"15""",i7,Black,16*1*1,16
AlPH15i7Wh,"All-in-one PH 15"" i7 White",All-in-one,PH,"15""",i7,White,16*1*1,16
AlPH15i7Gr,"All-in-one PH 15"" i7 Grey",All-in-one,PH,"15""",i7,Grey,16*1*1,16
AlPH15i7Si,"All-in-one PH 15"" i7 Silver",All-in-one,PH,"15""",i7,Silver,16*1*1,16
AlPH178GBl,"All-in-one PH 17"" 8GB RAM Black",All-in-one,PH,"17""",8GB RAM,Black,16*1*1,16
AlPH178GWh,"All-in-one PH 17"" 8GB RAM White",All-in-one,PH,"17""",8GB RAM,White,16*1*1,16
AlPH178GGr,"All-in-one PH 17"" 8GB RAM Grey",All-in-one,PH,"17""",8GB RAM,Grey,16*1*1,16
AlPH178GSi,"All-in-one PH 17"" 8GB RAM Silver",All-in-one,PH,"17""",8GB RAM,Silver,16*1*1,16
AlPH1716Bl,"All-in-one PH 17"" 16GB RAM Black",All-in-one,PH,"17""",16GB RAM,Black,16*1*1,16
AlPH1716Wh,"All-in-one PH 17"" 16GB RAM White",All-in-one,PH,"17""",16GB RAM,White,16*1*1,16
AlPH1716Gr,"All-in-one PH 17"" 16GB RAM Grey",All-in-one,PH,"17""",16GB RAM,Grey,16*1*1,16
AlPH1716Si,"All-in-one PH 17"" 16GB RAM Silver",All-in-one,PH,"17""",16GB RAM,Silver,16*1*1,16
AlPH1732Bl,"All-in-one PH 17"" 32GB RAM Black",All-in-one,PH,"17""",32GB RAM,Black,16*1*1,16
AlPH1732Wh,"All-in-one PH 17"" 32GB RAM White",All-in-one,PH,"17""",32GB RAM,White,16*1*1,16
AlPH1732Gr,"All-in-one PH 17"" 32GB RAM Grey",All-in-one,PH,"17""",32GB RAM,Grey,16*1*1,16
AlPH1732Si,"All-in-one PH 17"" 32GB RAM Silver",All-in-one,PH,"17""",32GB RAM,Silver,16*1*1,16
AlPH17i5Bl,"All-in-one PH 17"" i5 Black",All-in-one,PH,"17""",i5,Black,16*1*1,16
AlPH17i5Wh,"All-in-one PH 17"" i5 White",All-in-one,PH,"17""",i5,White,16*1*1,16
AlPH17i5Gr,"All-in-one PH 17"" i5 Grey",All-in-one,PH,"17""",i5,Grey,16*1*1,16
AlPH17i5Si,"All-in-one PH 17"" i5 Silver",All-in-one,PH,"17""",i5,Silver,16*1*1,16
AlPH17i7Bl,"All-in-one PH 17"" i7 Black",All-in-one,PH,"17""",i7,Black,16*1*1,16
AlPH17i7Wh,"All-in-one PH 17"" i7 White",All-in-one,PH,"17""",i7,White,16*1*1,16
AlPH17i7Gr,"All-in-one PH 17"" i7 Grey",All-in-one,PH,"17""",i7,Grey,16*1*1,16
AlPH17i7Si,"All-in-one PH 17"" i7 Silver",All-in-one,PH,"17""",i7,Silver,16*1*1,16
AlSu148GBl,"All-in-one Susa 14"" 8GB RAM Black",All-in-one,Susa,"14""",8GB RAM,Black,16*1*1,16
AlSu148GWh,"All-in-one Susa 14"" 8GB RAM White",All-in-one,Susa,"14""",8GB RAM,White,16*1*1,16
AlSu148GGr,"All-in-one Susa 14"" 8GB RAM Grey",All-in-one,Susa,"14""",8GB RAM,Grey,16*1*1,16
AlSu148GSi,"All-in-one Susa 14"" 8GB RAM Silver",All-in-one,Susa,"14""",8GB RAM,Silver,16*1*1,16
AlSu1416Bl,"All-in-one Susa 14"" 16GB RAM Black",All-in-one,Susa,"14""",16GB RAM,Black,16*1*1,16
AlSu1416Wh,"All-in-one Susa 14"" 16GB RAM White",All-in-one,Susa,"14""",16GB RAM,White,16*1*1,16
AlSu1416Gr,"All-in-one Susa 14"" 16GB RAM Grey",All-in-one,Susa,"14""",16GB RAM,Grey,16*1*1,16
AlSu1416Si,"All-in-one Susa 14"" 16GB RAM Silver",All-in-one,Susa,"14""",16GB RAM,Silver,16*1*1,16
AlSu1432Bl,"All-in-one Susa 14"" 32GB RAM Black",All-in-one,Susa,"14""",32GB RAM,Black,16*1*1,16
AlSu1432Wh,"All-in-one Susa 14"" 32GB RAM White",All-in-one,Susa,"14""",32GB RAM,White,16*1*1,16
AlSu1432Gr,"All-in-one Susa 14"" 32GB RAM Grey",All-in-one,Susa,"14""",32GB RAM,Grey,16*1*1,16
AlSu1432Si,"All-in-one Susa 14"" 32GB RAM Silver",All-in-one,Susa,"14""",32GB RAM,Silver,16*1*1,16
AlSu14i5Bl,"All-in-one Susa 14"" i5 Black",All-in-one,Susa,"14""",i5,Black,16*1*1,16
AlSu14i5Wh,"All-in-one Susa 14"" i5 White",All-in-one,Susa,"14""",i5,White,16*1*1,16
AlSu14i5Gr,"All-in-one Susa 14"" i5 Grey",All-in-one,Susa,"14""",i5,Grey,16*1*1,16
AlSu14i5Si,"All-in-one Susa 14"" i5 Silver",All-in-one,Susa,"14""",i5,Silver,16*1*1,16
AlSu14i7Bl,"All-in-one Susa 14"" i7 Black",All-in-one,Susa,"14""",i7,Black,16*1*1,16
AlSu14i7Wh,"All-in-one Susa 14"" i7 White",All-in-one,Susa,"14""",i7,White,16*1*1,16
AlSu14i7Gr,"All-in-one Susa 14"" i7 Grey",All-in-one,Susa,"14""",i7,Grey,16*1*1,16
AlSu14i7Si,"All-in-one Susa 14"" i7 Silver",All-in-one,Susa,"14""",i7,Silver,16*1*1,16
AlSu158GBl,"All-in-one Susa 15"" 8GB RAM Black",All-in-one,Susa,"15""",8GB RAM,Black,16*1*1,16
AlSu158GWh,"All-in-one Susa 15"" 8GB RAM White",All-in-one,Susa,"15""",8GB RAM,White,16*1*1,16
AlSu158GGr,"All-in-one Susa 15"" 8GB RAM Grey",All-in-one,Susa,"15""",8GB RAM,Grey,16*1*1,16
AlSu158GSi,"All-in-one Susa 15"" 8GB RAM Silver",All-in-one,Susa,"15""",8GB RAM,Silver,16*1*1,16
AlSu1516Bl,"All-in-one Susa 15"" 16GB RAM Black",All-in-one,Susa,"15""",16GB RAM,Black,16*1*1,16
AlSu1516Wh,"All-in-one Susa 15"" 16GB RAM White",All-in-one,Susa,"15""",16GB RAM,White,16*1*1,16
AlSu1516Gr,"All-in-one Susa 15"" 16GB RAM Grey",All-in-one,Susa,"15""",16GB RAM,Grey,16*1*1,16
AlSu1516Si,"All-in-one Susa 15"" 16GB RAM Silver",All-in-one,Susa,"15""",16GB RAM,Silver,16*1*1,16
AlSu1532Bl,"All-in-one Susa 15"" 32GB RAM Black",All-in-one,Susa,"15""",32GB RAM,Black,16*1*1,16
AlSu1532Wh,"All-in-one Susa 15"" 32GB RAM White",All-in-one,Susa,"15""",32GB RAM,White,16*1*1,16
AlSu1532Gr,"All-in-one Susa 15"" 32GB RAM Grey",All-in-one,Susa,"15""",32GB RAM,Grey,16*1*1,16
AlSu1532Si,"All-in-one Susa 15"" 32GB RAM Silver",All-in-one,Susa,"15""",32GB RAM,Silver,16*1*1,16
AlSu15i5Bl,"All-in-one Susa 15"" i5 Black",All-in-one,Susa,"15""",i5,Black,16*1*1,16
AlSu15i5Wh,"All-in-one Susa 15"" i5 White",All-in-one,Susa,"15""",i5,White,16*1*1,16
AlSu15i5Gr,"All-in-one Susa 15"" i5 Grey",All-in-one,Susa,"15""",i5,Grey,16*1*1,16
AlSu15i5Si,"All-in-one Susa 15"" i5 Silver",All-in-one,Susa,"15""",i5,Silver,16*1*1,16
AlSu15i7Bl,"All-in-one Susa 15"" i7 Black",All-in-one,Susa,"15""",i7,Black,16*1*1,16
AlSu15i7Wh,"All-in-one Susa 15"" i7 White",All-in-one,Susa,"15""",i7,White,16*1*1,16
AlSu15i7Gr,"All-in-one Susa 15"" i7 Grey",All-in-one,Susa,"15""",i7,Grey,16*1*1,16
AlSu15i7Si,"All-in-one Susa 15"" i7 Silver",All-in-one,Susa,"15""",i7,Silver,16*1*1,16
AlSu178GBl,"All-in-one Susa 17"" 8GB RAM Black",All-in-one,Susa,"17""",8GB RAM,Black,16*1*1,16
AlSu178GWh,"All-in-one Susa 17"" 8GB RAM White",All-in-one,Susa,"17""",8GB RAM,White,16*1*1,16
AlSu178GGr,"All-in-one Susa 17"" 8GB RAM Grey",All-in-one,Susa,"17""",8GB RAM,Grey,16*1*1,16
AlSu178GSi,"All-in-one Susa 17"" 8GB RAM Silver",All-in-one,Susa,"17""",8GB RAM,Silver,16*1*1,16
AlSu1716Bl,"All-in-one Susa 17"" 16GB RAM Black",All-in-one,Susa,"17""",16GB RAM,Black,16*1*1,16
AlSu1716Wh,"All-in-one Susa 17"" 16GB RAM White",All-in-one,Susa,"17""",16GB RAM,White,16*1*1,16
AlSu1716Gr,"All-in-one Susa 17"" 16GB RAM Grey",All-in-one,Susa,"17""",16GB RAM,Grey,16*1*1,16
AlSu1716Si,"All-in-one Susa 17"" 16GB RAM Silver",All-in-one,Susa,"17""",16GB RAM,Silver,16*1*1,16
AlSu1732Bl,"All-in-one Susa 17"" 32GB RAM Black",All-in-one,Susa,"17""",32GB RAM,Black,16*1*1,16
AlSu1732Wh,"All-in-one Susa 17"" 32GB RAM White",All-in-one,Susa,"17""",32GB RAM,White,16*1*1,16
AlSu1732Gr,"All-in-one Susa 17"" 32GB RAM Grey",All-in-one,Susa,"17""",32GB RAM,Grey,16*1*1,16
AlSu1732Si,"All-in-one Susa 17"" 32GB RAM Silver",All-in-one,Susa,"17""",32GB RAM,Silver,16*1*1,16
AlSu17i5Bl,"All-in-one Susa 17"" i5 Black",All-in-one,Susa,"17""",i5,Black,16*1*1,16
AlSu17i5Wh,"All-in-one Susa 17"" i5 White",All-in-one,Susa,"17""",i5,White,16*1*1,16
AlSu17i5Gr,"All-in-one Susa 17"" i5 Grey",All-in-one,Susa,"17""",i5,Grey,16*1*1,16
AlSu17i5Si,"All-in-one Susa 17"" i5 Silver",All-in-one,Susa,"17""",i5,Silver,16*1*1,16
AlSu17i7Bl,"All-in-one Susa 17"" i7 Black",All-in-one,Susa,"17""",i7,Black,16*1*1,16
AlSu17i7Wh,"All-in-one Susa 17"" i7 White",All-in-one,Susa,"17""",i7,White,16*1*1,16
AlSu17i7Gr,"All-in-one Susa 17"" i7 Grey",All-in-one,Susa,"17""",i7,Grey,16*1*1,16
AlSu17i7Si,"All-in-one Susa 17"" i7 Silver",All-in-one,Susa,"17""",i7,Silver,16*1*1,16
AlOv148GBl,"All-in-one Ovonel 14"" 8GB RAM Black",All-in-one,Ovonel,"14""",8GB RAM,Black,16*1*1,16
AlOv148GWh,"All-in-one Ovonel 14"" 8GB RAM White",All-in-one,Ovonel,"14""",8GB RAM,White,16*1*1,16
AlOv148GGr,"All-in-one Ovonel 14"" 8GB RAM Grey",All-in-one,Ovonel,"14""",8GB RAM,Grey,16*1*1,16
AlOv148GSi,"All-in-one Ovonel 14"" 8GB RAM Silver",All-in-one,Ovonel,"14""",8GB RAM,Silver,16*1*1,16
AlOv1416Bl,"All-in-one Ovonel 14"" 16GB RAM Black",All-in-one,Ovonel,"14""",16GB RAM,Black,16*1*1,16
AlOv1416Wh,"All-in-one Ovonel 14"" 16GB RAM White",All-in-one,Ovonel,"14""",16GB RAM,White,16*1*1,16
AlOv1416Gr,"All-in-one Ovonel 14"" 16GB RAM Grey",All-in-one,Ovonel,"14""",16GB RAM,Grey,16*1*1,16
AlOv1416Si,"All-in-one Ovonel 14"" 16GB RAM Silver",All-in-one,Ovonel,"14""",16GB RAM,Silver,16*1*1,16
AlOv1432Bl,"All-in-one Ovonel 14"" 32GB RAM Black",All-in-one,Ovonel,"14""",32GB RAM,Black,16*1*1,16
AlOv1432Wh,"All-in-one Ovonel 14"" 32GB RAM White",All-in-one,Ovonel,"14""",32GB RAM,White,16*1*1,16
AlOv1432Gr,"All-in-one Ovonel 14"" 32GB RAM Grey",All-in-one,Ovonel,"14""",32GB RAM,Grey,16*1*1,16
AlOv1432Si,"All-in-one Ovonel 14"" 32GB RAM Silver",All-in-one,Ovonel,"14""",32GB RAM,Silver,16*1*1,16
AlOv14i5Bl,"All-in-one Ovonel 14"" i5 Black",All-in-one,Ovonel,"14""",i5,Black,16*1*1,16
AlOv14i5Wh,"All-in-one Ovonel 14"" i5 White",All-in-one,Ovonel,"14""",i5,White,16*1*1,16
AlOv14i5Gr,"All-in-one Ovonel 14"" i5 Grey",All-in-one,Ovonel,"14""",i5,Grey,16*1*1,16
AlOv14i5Si,"All-in-one Ovonel 14"" i5 Silver",All-in-one,Ovonel,"14""",i5,Silver,16*1*1,16
AlOv14i7Bl,"All-in-one Ovonel 14"" i7 Black",All-in-one,Ovonel,"14""",i7,Black,16*1*1,16
AlOv14i7Wh,"All-in-one Ovonel 14"" i7 White",All-in-one,Ovonel,"14""",i7,White,16*1*1,16
AlOv14i7Gr,"All-in-one Ovonel 14"" i7 Grey",All-in-one,Ovonel,"14""",i7,Grey,16*1*1,16
AlOv14i7Si,"All-in-one Ovonel 14"" i7 Silver",All-in-one,Ovonel,"14""",i7,Silver,16*1*1,16
AlOv158GBl,"All-in-one Ovonel 15"" 8GB RAM Black",All-in-one,Ovonel,"15""",8GB RAM,Black,16*1*1,16
AlOv158GWh,"All-in-one Ovonel 15"" 8GB RAM White",All-in-one,Ovonel,"15""",8GB RAM,White,16*1*1,16
AlOv158GGr,"All-in-one Ovonel 15"" 8GB RAM Grey",All-in-one,Ovonel,"15""",8GB RAM,Grey,16*1*1,16
AlOv158GSi,"All-in-one Ovonel 15"" 8GB RAM Silver",All-in-one,Ovonel,"15""",8GB RAM,Silver,16*1*1,16
AlOv1516Bl,"All-in-one Ovonel 15"" 16GB RAM Black",All-in-one,Ovonel,"15""",16GB RAM,Black,16*1*1,16
AlOv1516Wh,"All-in-one Ovonel 15"" 16GB RAM White",All-in-one,Ovonel,"15""",16GB RAM,White,16*1*1,16
AlOv1516Gr,"All-in-one Ovonel 15"" 16GB RAM Grey",All-in-one,Ovonel,"15""",16GB RAM,Grey,16*1*1,16
AlOv1516Si,"All-in-one Ovonel 15"" 16GB RAM Silver",All-in-one,Ovonel,"15""",16GB RAM,Silver,16*1*1,16
AlOv1532Bl,"All-in-one Ovonel 15"" 32GB RAM Black",All-in-one,Ovonel,"15""",32GB RAM,Black,16*1*1,16
AlOv1532Wh,"All-in-one Ovonel 15"" 32GB RAM White",All-in-one,Ovonel,"15""",32GB RAM,White,16*1*1,16
AlOv1532Gr,"All-in-one Ovonel 15"" 32GB RAM Grey",All-in-one,Ovonel,"15""",32GB RAM,Grey,16*1*1,16
AlOv1532Si,"All-in-one Ovonel 15"" 32GB RAM Silver",All-in-one,Ovonel,"15""",32GB RAM,Silver,16*1*1,16
AlOv15i5Bl,"All-in-one Ovonel 15"" i5 Black",All-in-one,Ovonel,"15""",i5,Black,16*1*1,16
AlOv15i5Wh,"All-in-one Ovonel 15"" i5 White",All-in-one,Ovonel,"15""",i5,White,16*1*1,16
AlOv15i5Gr,"All-in-one Ovonel 15"" i5 Grey",All-in-one,Ovonel,"15""",i5,Grey,16*1*1,16
AlOv15i5Si,"All-in-one Ovonel 15"" i5 Silver",All-in-one,Ovonel,"15""",i5,Silver,16*1*1,16
AlOv15i7Bl,"All-in-one Ovonel 15"" i7 Black",All-in-one,Ovonel,"15""",i7,Black,16*1*1,16
AlOv15i7Wh,"All-in-one Ovonel 15"" i7 White",All-in-one,Ovonel,"15""",i7,White,16*1*1,16
AlOv15i7Gr,"All-in-one Ovonel 15"" i7 Grey",All-in-one,Ovonel,"15""",i7,Grey,16*1*1,16
AlOv15i7Si,"All-in-one Ovonel 15"" i7 Silver",All-in-one,Ovonel,"15""",i7,Silver,16*1*1,16
AlOv178GBl,"All-in-one Ovonel 17"" 8GB RAM Black",All-in-one,Ovonel,"17""",8GB RAM,Black,16*1*1,16
AlOv178GWh,"All-in-one Ovonel 17"" 8GB RAM White",All-in-one,Ovonel,"17""",8GB RAM,White,16*1*1,16
AlOv178GGr,"All-in-one Ovonel 17"" 8GB RAM Grey",All-in-one,Ovonel,"17""",8GB RAM,Grey,16*1*1,16
AlOv178GSi,"All-in-one Ovonel 17"" 8GB RAM Silver",All-in-one,Ovonel,"17""",8GB RAM,Silver,16*1*1,16
AlOv1716Bl,"All-in-one Ovonel 17"" 16GB RAM Black",All-in-one,Ovonel,"17""",16GB RAM,Black,16*1*1,16
AlOv1716Wh,"All-in-one Ovonel 17"" 16GB RAM White",All-in-one,Ovonel,"17""",16GB RAM,White,16*1*1,16
AlOv1716Gr,"All-in-one Ovonel 17"" 16GB RAM Grey",All-in-one,Ovonel,"17""",16GB RAM,Grey,16*1*1,16
AlOv1716Si,"All-in-one Ovonel 17"" 16GB RAM Silver",All-in-one,Ovonel,"17""",16GB RAM,Silver,16*1*1,16
AlOv1732Bl,"All-in-one Ovonel 17"" 32GB RAM Black",All-in-one,Ovonel,"17""",32GB RAM,Black,16*1*1,16
AlOv1732Wh,"All-in-one Ovonel 17"" 32GB RAM White",All-in-one,Ovonel,"17""",32GB RAM,White,16*1*1,16
AlOv1732Gr,"All-in-one Ovonel 17"" 32GB RAM Grey",All-in-one,Ovonel,"17""",32GB RAM,Grey,16*1*1,16
AlOv1732Si,"All-in-one Ovonel 17"" 32GB RAM Silver",All-in-one,Ovonel,"17""",32GB RAM,Silver,16*1*1,16
AlOv17i5Bl,"All-in-one Ovonel 17"" i5 Black",All-in-one,Ovonel,"17""",i5,Black,16*1*1,16
AlOv17i5Wh,"All-in-one Ovonel 17"" i5 White",All-in-one,Ovonel,"17""",i5,White,16*1*1,16
AlOv17i5Gr,"All-in-one Ovonel 17"" i5 Grey",All-in-one,Ovonel,"17""",i5,Grey,16*1*1,16
AlOv17i5Si,"All-in-one Ovonel 17"" i5 Silver",All-in-one,Ovonel,"17""",i5,Silver,16*1*1,16
AlOv17i7Bl,"All-in-one Ovonel 17"" i7 Black",All-in-one,Ovonel,"17""",i7,Black,16*1*1,16
AlOv17i7Wh,"All-in-one Ovonel 17"" i7 White",All-in-one,Ovonel,"17""",i7,White,16*1*1,16
AlOv17i7Gr,"All-in-one Ovonel 17"" i7 Grey",All-in-one,Ovonel,"17""",i7,Grey,16*1*1,16
AlOv17i7Si,"All-in-one Ovonel 17"" i7 Silver",All-in-one,Ovonel,"17""",i7,Silver,16*1*1,16
AlRe148GBl,"All-in-one Rezar 14"" 8GB RAM Black",All-in-one,Rezar,"14""",8GB RAM,Black,16*1*1,16
AlRe148GWh,"All-in-one Rezar 14"" 8GB RAM White",All-in-one,Rezar,"14""",8GB RAM,White,16*1*1,16
AlRe148GGr,"All-in-one Rezar 14"" 8GB RAM Grey",All-in-one,Rezar,"14""",8GB RAM,Grey,16*1*1,16
AlRe148GSi,"All-in-one Rezar 14"" 8GB RAM Silver",All-in-one,Rezar,"14""",8GB RAM,Silver,16*1*1,16
AlRe1416Bl,"All-in-one Rezar 14"" 16GB RAM Black",All-in-one,Rezar,"14""",16GB RAM,Black,16*1*1,16
AlRe1416Wh,"All-in-one Rezar 14"" 16GB RAM White",All-in-one,Rezar,"14""",16GB RAM,White,16*1*1,16
AlRe1416Gr,"All-in-one Rezar 14"" 16GB RAM Grey",All-in-one,Rezar,"14""",16GB RAM,Grey,16*1*1,16
AlRe1416Si,"All-in-one Rezar 14"" 16GB RAM Silver",All-in-one,Rezar,"14""",16GB RAM,Silver,16*1*1,16
AlRe1432Bl,"All-in-one Rezar 14"" 32GB RAM Black",All-in-one,Rezar,"14""",32GB RAM,Black,16*1*1,16
AlRe1432Wh,"All-in-one Rezar 14"" 32GB RAM White",All-in-one,Rezar,"14""",32GB RAM,White,16*1*1,16
AlRe1432Gr,"All-in-one Rezar 14"" 32GB RAM Grey",All-in-one,Rezar,"14""",32GB RAM,Grey,16*1*1,16
AlRe1432Si,"All-in-one Rezar 14"" 32GB RAM Silver",All-in-one,Rezar,"14""",32GB RAM,Silver,16*1*1,16
AlRe14i5Bl,"All-in-one Rezar 14"" i5 Black",All-in-one,Rezar,"14""",i5,Black,16*1*1,16
AlRe14i5Wh,"All-in-one Rezar 14"" i5 White",All-in-one,Rezar,"14""",i5,White,16*1*1,16
AlRe14i5Gr,"All-in-one Rezar 14"" i5 Grey",All-in-one,Rezar,"14""",i5,Grey,16*1*1,16
AlRe14i5Si,"All-in-one Rezar 14"" i5 Silver",All-in-one,Rezar,"14""",i5,Silver,16*1*1,16
AlRe14i7Bl,"All-in-one Rezar 14"" i7 Black",All-in-one,Rezar,"14""",i7,Black,16*1*1,16
AlRe14i7Wh,"All-in-one Rezar 14"" i7 White",All-in-one,Rezar,"14""",i7,White,16*1*1,16
AlRe14i7Gr,"All-in-one Rezar 14"" i7 Grey",All-in-one,Rezar,"14""",i7,Grey,16*1*1,16
AlRe14i7Si,"All-in-one Rezar 14"" i7 Silver",All-in-one,Rezar,"14""",i7,Silver,16*1*1,16
AlRe158GBl,"All-in-one Rezar 15"" 8GB RAM Black",All-in-one,Rezar,"15""",8GB RAM,Black,16*1*1,16
AlRe158GWh,"All-in-one Rezar 15"" 8GB RAM White",All-in-one,Rezar,"15""",8GB RAM,White,16*1*1,16
AlRe158GGr,"All-in-one Rezar 15"" 8GB RAM Grey",All-in-one,Rezar,"15""",8GB RAM,Grey,16*1*1,16
AlRe158GSi,"All-in-one Rezar 15"" 8GB RAM Silver",All-in-one,Rezar,"15""",8GB RAM,Silver,16*1*1,16
AlRe1516Bl,"All-in-one Rezar 15"" 16GB RAM Black",All-in-one,Rezar,"15""",16GB RAM,Black,16*1*1,16
AlRe1516Wh,"All-in-one Rezar 15"" 16GB RAM White",All-in-one,Rezar,"15""",16GB RAM,White,16*1*1,16
AlRe1516Gr,"All-in-one Rezar 15"" 16GB RAM Grey",All-in-one,Rezar,"15""",16GB RAM,Grey,16*1*1,16
AlRe1516Si,"All-in-one Rezar 15"" 16GB RAM Silver",All-in-one,Rezar,"15""",16GB RAM,Silver,16*1*1,16
AlRe1532Bl,"All-in-one Rezar 15"" 32GB RAM Black",All-in-one,Rezar,"15""",32GB RAM,Black,16*1*1,16
AlRe1532Wh,"All-in-one Rezar 15"" 32GB RAM White",All-in-one,Rezar,"15""",32GB RAM,White,16*1*1,16
AlRe1532Gr,"All-in-one Rezar 15"" 32GB RAM Grey",All-in-one,Rezar,"15""",32GB RAM,Grey,16*1*1,16
AlRe1532Si,"All-in-one Rezar 15"" 32GB RAM Silver",All-in-one,Rezar,"15""",32GB RAM,Silver,16*1*1,16
AlRe15i5Bl,"All-in-one Rezar 15"" i5 Black",All-in-one,Rezar,"15""",i5,Black,16*1*1,16
AlRe15i5Wh,"All-in-one Rezar 15"" i5 White",All-in-one,Rezar,"15""",i5,White,16*1*1,16
AlRe15i5Gr,"All-in-one Rezar 15"" i5 Grey",All-in-one,Rezar,"15""",i5,Grey,16*1*1,16
AlRe15i5Si,"All-in-one Rezar 15"" i5 Silver",All-in-one,Rezar,"15""",i5,Silver,16*1*1,16
AlRe15i7Bl,"All-in-one Rezar 15"" i7 Black",All-in-one,Rezar,"15""",i7,Black,16*1*1,16
AlRe15i7Wh,"All-in-one Rezar 15"" i7 White",All-in-one,Rezar,"15""",i7,White,16*1*1,16
AlRe15i7Gr,"All-in-one Rezar 15"" i7 Grey",All-in-one,Rezar,"15""",i7,Grey,16*1*1,16
AlRe15i7Si,"All-in-one Rezar 15"" i7 Silver",All-in-one,Rezar,"15""",i7,Silver,16*1*1,16
AlRe178GBl,"All-in-one Rezar 17"" 8GB RAM Black",All-in-one,Rezar,"17""",8GB RAM,Black,16*1*1,16
